Artist,Album,ReleaseDate,SongName,TrackNumber,Lyrics
blink-182,Nine,9/20/19,Out of My Head,16,"Leave a light in your bedroom
For when I stumble down the hall
Got nowhere left to go to
Guess I shouldn't go anywhere at all
And I hear what you're saying
But I still keep banging away
Left a note on my windshield
Saying that you shouldn't have to
Waste another day of my life

Get me out of my head
Empty, left for dead
Don't make this so complicated
There's no point in a conversation
Get you out of my head
Let's both just forget
How this got so complicated
There's no point in a conversation

I can tell this time that you're leaving
Free yourself of me and my demons
Caught ever hurting your feelings
Said I can't take this no more
Ran away on a bike that I gave you
Sold it off the next day you came to
Can't stand me, can't say I blame you
I can't take this anymore
I can't stand me anymore

Get me out of my head
Empty, left for dead
Don't make this so complicated
There's no point in a conversation
Get you out of my head
Let's both just forget
How this got so complicated
There's no point in a conversation

There's no point in a conversation
There's no point in a conversation

Get me out of my head
Empty, left for dead
Don't make this so complicated
There's no point in a conversation
Get you out of my head
Let's both just forget
How this got so complicated
There's no point in a conversation"
blink-182,California,7/1/16,Cynical,1,"There's a cynical feeling saying I should give up
You said everything you'll ever say
There's a moment of panic when I hear the phone ring
Anxiety's calling in my head
Is it back again?
Are you back again?

Ah!

Don't wake me up before you leave
Is there the slightest trace of what you once believed? Woahh
I feel your hand unlock the door
Leaving fingerprints of water in the oil, woahh

What's the point of saying sorry now?
Lost my voice while fighting my way out
While fighting my way out
What's the point of saying sorry now?
Not sorry, not sorry, not sorry, I'm not sorry
Lost my voice while fighting my way out
Not sorry, not sorry, not sorry, I'm not sorry now..."
blink-182,California,7/1/16,Bored to Death,2,"There's an echo pulling out the meaning
Rescuing a nightmare from a dream
The voices in my head are always screaming
That none of this means anything to me

And it's a long way back from seventeen
The whispers turn into a scream
And I...
I'm not coming home

Save your breath, I'm nearly bored to death, and fading fast
Life is too short to last long
Back on earth I'm broken, lost and cold, and fading fast
Life is too short to last long

There's a stranger staring at the ceiling
Rescuing a tiger from a tree
The pictures in her head are always dreaming
Each of them means everything to me

And it's a long way back from seventeen
The whispers turn into a scream
And I...
I'm not coming home

Save your breath, I'm nearly bored to death, and fading fast
Life is too short to last long
Back on earth I'm broken, lost and cold, and fading fast
Life is too short to last long

Whoa, oh, oh, oh
Whoa, oh, oh, oh
I think I met her at the minute that the rhythm was set down
I said, ""I'm sorry I'm a bit of a let down""
But all my friends are daring me to come over
So I come over and over and over
So let me buy you a drink, and we'll pretend that you think
That I'm the man of your dreams come to life in a dive bar
And we'll go over and over and over
And we'll go over and over and over
And we'll go over and over and over
And we'll go over and over and over

Save your breath, I'm nearly bored to death, and fading fast
Life is too short to last long
Back on earth I'm broken, lost and cold, and fading fast
Life is too short to last long

Whoa, oh, oh, oh, whoa, oh, oh, oh
Whoa, oh, oh, oh, whoa, oh, oh, oh (life is too short to last long)
Whoa, oh, oh, oh, whoa, oh, oh, oh..."
blink-182,California,7/1/16,She's Out of Her Mind,3,"I said, ""Settle down, settle down, everything is fine
Take your eyes off the floor""
She said, ""No, I'm not, no, I'm not, no, I'm not alright
I lost my head on the door""

She's a-a-a-antisocial, a-a-a-antisocial
A-a-and she's an angel, yeah

I'm in deep with this girl, but she's out of her mind
She said ""Babe, I'm sorry, but I'm crazy tonight""
She got a black shirt, black skirt, and Bauhaus stuck in her head
I'm in deep with this girl, but she's out of her mind, oh yeah

We all need something to live for, oh yeah
We all need something to live for

She said, ""I let her down, let her down, I no longer dream
Of anything anymore""
Said I'm a know-it-all, know-it-all, ""You make me want to scream""
And threw herself on the floor

She's a-a-a-antisocial, a-a-a-antisocial
A-a-a she's an angel, yeah

I'm in deep with this girl, but she's out of her mind
She said ""Babe, I'm sorry, but I'm crazy tonight""
She got a black shirt, black skirt, and Bauhaus stuck in her head
I'm in deep with this girl but she's out of her mind

She's not complicated, can't be overstated at all
She's not complicated-ated-ated at all

I'm in deep with this girl, but she's out of her mind
(She's out of her mind)
She said ""Babe, I'm sorry but I'm crazy tonight""
She got a black shirt, black skirt, and Bauhaus stuck in her head
I'm in deep with this girl, but she's out of her mind, oh yeah

We all need something to live for, oh yeah
We all need something to live for"
blink-182,California,7/1/16,Los Angeles,4,"Day in, day out, up at 3AM with the
Searchlights shining down
Day in, day out, it's the blinding light
Underneath the dirt downtown
Whoa, listen to the sound as they
Bomb the Sixth Street bridge
Whoa, listen to the sound of the
Voices south of Fifth

Hey, Los Angeles, when will you save me?
Los Angeles, when will you save me?
Los Angeles, when will you save me?
Los Angeles, I'm never coming home

I'm never coming home, I'm never coming

Come down (Come down), I've been awake for days
Knocked out (Knocked out), by the sound of falling rain
Come down, yeah, we'll watch the sun just burn away the sky
We'll watch the city lights die out up on Mulholland Drive

Los Angeles, when will you save me?
Los Angeles, when will you save me?
Los Angeles, when will you save me?
Los Angeles, I'm never coming home

Wake me when this war is over
Meet me where the skyline ends
Wake me when this war is over
Meet me where the skyline ends
Wake me when this war is over
Meet me where the skyline ends

Los Angeles, when will you save me?
Los Angeles, when will you save me?
Los Angeles, when will you save me?
Los Angeles, I'm never coming home

I'm never coming home
I'm never coming home
I'm never coming home
I'm never coming home"
blink-182,California,7/1/16,Sober,5,"I know I messed up and it might be over
But let me call you when I'm sober
I'm a dandelion, you're a four-leaf clover
But let me call you when I'm sober

Na na na na na na na nanananana na na na
Na na na na na na na nanananana na na na

I woke up in the pouring rain
West side Humboldt, seven AM
Sleeping by a dumpster to keep me dry
With the radio on and a new black eye
Because I bet you, you couldn't knock me out
And I guess you, you really got me now
Black sedan ran a red light
Just a drunken bike messenger on Tuesday night

I know I messed up and it might be over
But let me call you when I'm sober
I'm a dandelion, you're a four-leaf clover
But let me call you when I'm sober

Na na na na na na na nanananana na na na, when I'm sober
Na na na na na na na nanananana na na na, when I'm sober

She undressed and we stumbled downstairs
Fell onto the table as the neighbors just stared
We laughed out loud and smashed their lights
Digging with our hands in the dirt outside
And she dragged me to the edge of town
And she slapped me, then she pulled me down
I can do bad and you can do better
Spending all night getting lost together

I know I messed up and it might be over
But let me call you when I'm sober
I'm a dandelion you're a four-leaf clover
But let me call you when I'm sober

Sober...
Sober...

I know I messed up and it might be over
But let me call you when I'm sober
I'm a dandelion you're a four-leaf clover
But let me call you when I'm sober

Na na na na na na na nanananana na na na, when I'm sober
Na na na na na na na nanananana na na na, when I'm sober
Na na na na na na na nanananana na na na, when I'm sober
Na na na na na na na nanananana na na na, when I'm sober..."
blink-182,California,7/1/16,Built This Pool,6,"Whoo ooh, whoo ooh!
I wanna see some naked dudes, that's why I built this pool

Is that really it?"
blink-182,California,7/1/16,No Future,7,"She said, ""Tonight's a waste of time
The next day, the sun will always rise""
Every day that you waste, every promise you break
Slips beneath the floor
It's a permanent state from a moment's mistake
But life's worth so much more

You don't know a thing about it, hours lost to dawn from dusk
And they don't care about you (No future!)
Let the music seal your fate, yeah, you can run, but life won't wait
Yeah, they don't care about you (No future!)

She said that, ""It's too late to try
Someday I'll smile and say goodbye""
Every night that you fight, every demon in sight
Sleeping on the floor
Wide awake from the dream with a shake and a scream
Hope for so much more

You don't know a thing about it, hours lost to dawn from dusk
And they don't care about you (No future!)
Let the music seal your fate, yeah, you can run, but life won't wait
Yeah, they don't care about you (No future!)

Na, na na, na na, na na na
Na, na na, na na, na na na
They don't care about you
Na, na na, na na, na na na
Na, na na, na na, na na na
They don't care about you

Where did she go?
And what did she hope to find there?
Where did she go? (Where did she go, did she go?)
And what did she hope to find there?
Where did she go, did she go, did she go?
Where did she go to find it?
Where did she go, did she go, did she go?
Where did she go to find it?

You don't know a thing about it, hours lost to dawn from dusk
And they don't care about you (No future!)
Let the music seal your fate, yeah, you can run, but life won't wait
Yeah, they don't care about you (No future!)

Na, na na, na na, na na na
Na, na na, na na, na na na
They don't care (They don't care) about you
Na, na na, na na, na na na
Na, na na, na na, na na na
They don't care (They don't care) about you..."
blink-182,California,7/1/16,Home Is Such a Lonely Place,8,"We're falling faster than we can fly
Forgotten seconds out on Sunset Drive
And I hold on tight
But not enough to hold you back

It feels like the moon is spinning off into outer space without you
This room is such a lonely place without you

I wish that we could save today
But I know we can't stay the same
And I keep pushing you away
Don't wait for me, don't wait for me

Home is such a lonely place without you
Home is such a lonely place

I love the lightning, but hate the rain
Tomorrow's frightening, but not today
Wish I could slow down time
But not enough to slow you down

I feel like the moon is spinning off into outer space without you
The universe an empty place without you

I wish that we could save today
But I know we can't stay the same
And I keep pushing you away
Don't wait for me, don't wait for me

Home is such a lonely place without you
Home is such a lonely place

We're falling faster than we can fly
Forgotten seconds out on Sunset Drive

I wish that we could save today
But I know we can't stay the same
And I keep pushing you away
Don't wait for me, don't wait for me
I wish that we could save today
But I know we can't stay the same
And I keep pushing you away
Don't wait for me, don't wait for me

Home is such a lonely place without you
Home is such a lonely place
Home is such a lonely place"
blink-182,California,7/1/16,Kings of the Weekend,9,"Can you read my thoughts? I'm not sure what I said
I feel dumb, and long night coming
Did you steal my prayers? I don't know where I was
I feel numb, and all or nothing (all or nothing)

It's Friday night, let's lose our minds in a downward spiral
Here we go, because we got no control (no control)
Friday nights always save my life from the worst of times we
Ever had, thank God for punk rock bands

Until Monday morning strikes again
We are the kings of the weekend

I can feel my head falling off my neck
I need something to keep going
So just take my hand, only seconds left
The clock's running, our time's coming

It's Friday night, let's lose our minds in a downward spiral
Here we go, because we got no control (no control)
Friday nights always save my life from the worst of times we
Ever had, thank God for punk rock bands

Until Monday morning strikes again
We are the kings of the weekend

It's Friday night, let's lose our minds in a downward spiral
Here we go, because we got no control (no control)
Friday nights always save my life from the worst of times we
Ever had, thank God for punk rock bands

Until Monday morning strikes again
We are the kings of the weekend"
blink-182,California,7/1/16,Teenage Satellites,10,"I can almost see your house from here, but the signal seems to
Disappear, so what's the problem? Houston's calling
Then you hit me like a Friday night, like a handgun in a firefight
Dive in slow motion towards the ocean

Let's run away, let's go and waste another year
Let's spin apart while racing through the atmosphere
We tumble through the night
We burn so bright, we're teenage satellites

Whoa oh oh oh oh oh
Whoa oh oh oh oh oh

I'm kind of nervous of the consequence, as we climb over the
Neighbor's fence, the longest summer's nights are numbered
Then you kissed me like a storm at sea, like I'm the only one you'll
Ever need, we're left abandoned in the deep end

Let's run away, let's go and waste another year
Let's spin apart while racing through the atmosphere
We tumble through the night
We burn so bright, we're teenage satellites

(We're teenage satellites)

We are a slow descent, forgotten astronauts
We are an avalanche, we're just an afterthought

Let's run away, let's go and waste another year
Let's spin apart while racing through the atmosphere
We tumble through the night
We burn so bright, we're teenage satellites

Whoa oh oh oh oh oh
Whoa oh oh oh oh oh, we're teenage satellites
Whoa oh oh oh oh oh, teenage satellites
Whoa oh oh oh oh oh, teenage satellites..."
blink-182,California,7/1/16,Left Alone,11,"Eyes are open, words are spoken
Here's to the sunrise
Head is loaded, cards are folded
Under the moonlight
Can you remember, you remember the last time
We woke up sober?
Can you remember, you remember the last night
You ran me over?

Are we halfway gone or halfway there?

Left alone, we're only halfway home
Sink like stones, fall into the unknown
Break me down, I'm not afraid of you, pull me under
Slowly drown, I never wanted to, left alone to wonder

Mind is open, thoughts are woken
There goes the sunrise
Heart is broken, love unspoken
Here comes the moonlight
Can you remember, you remember the last time
I left hungover?
Can you remember, you remember the last night
That I stayed over?

Are we halfway gone or halfway there?

Left alone, we're only halfway home
Sink like stones, fall into the unknown
Break me down, I'm not afraid of you, pull me under
Slowly drown, I never wanted to, left alone to wonder

Whoa, we're left alone, whoa oh, whoa, we're left alone, whoa oh
Whoa, we're left alone, whoa oh, whoa, we're left alone, whoa oh

Left alone, we're only halfway home
Sink like stones, fall into the unknown
Break me down, I'm not afraid of you, pull me under
Slowly drown, I never wanted to, left alone to wonder

Whoa, we're left alone, whoa oh, whoa, we're left alone, whoa oh
Whoa, we're left alone, whoa oh, whoa, we're left alone, whoa oh"
blink-182,California,7/1/16,Rabbit Hole,12,"Dear head, shut up, I can't listen no more
It's late, so shut up, is one night too much to ask for?

You are a haunted house, you're superstitious
You are the coldest stone carved marble faces

I won't fall down that fucking rabbit hole
I'm barely standing on the ground
All the hints that you leave are too hard to believe at all
I won't fall down that fucking rabbit hole

With you, with you, with you, with you again
With you, with you, with you, with you again

This bed, on fire, I can't sleep here no more
Too late and tired, dreaming down on the floor

I am a haunted house, I'm superstitious
I am a cardboard cutout, old and faded

I won't fall down that fucking rabbit hole
I'm barely standing on the ground
All the hints that you leave are too hard to believe at all
I won't fall down that fucking rabbit hole

With you, with you, with you, with you again
With you, with you, with you, with you again
With you, with you, with you, with you again
With you, with you, with you, with you again

I won't fall down that fucking rabbit hole
I won't fall down, I won't fall down!
I'm barely standing on the ground
Barely standing on the ground!
All the hints that you leave are too hard to believe at all
I won't fall down that fucking rabbit hole

I won't fall down that fucking rabbit hole!
Oh, oh, oh, oh, oh, oh, oh, oh..."
blink-182,California,7/1/16,San Diego,13,"Sometimes I wonder where our lives go
And question who we used to be
Sometimes I feel like I'm the oxygen between
The cigarette and gasoline

I can't sleep cause what if I dream

Of going back to San Diego
We bought a one way ticket so we could go see the Cure
And listen to our favorite songs in the parking lot
And think of every person I ever lost in San Diego

To San Diego
Can't go back to San Diego, can't go back to San Diego

Abandoned houses with the lights on (whoa)
Late at night I call your name (whoa)
Abandoned love songs smashed across the hardwood floors
I read the sadness on your face

I can't sleep cause what if I dream

Of going back to San Diego
We bought a one way ticket so we could go see the Cure
And listen to our favorite songs in the parking lot
And think of every person I ever lost in San Diego

To San Diego
Can't go back to San Diego, can't go back to San Diego

I never needed to hear all of the pain and the fear
Your secrets filled up my ears like the ocean blue
I never wanted to know how deep these cuts on you go
And like a river, they flow to the ocean blue
Ohh, ohh, ohh, ohh
Ohh, ohh, ohh, ohh...

Going back to San Diego
We bought a one way ticket, so we could go see the Cure
And listen to our favorite songs in the parking lot
And think of every person I ever lost in San Diego

San Diego, to San Diego
Can't go back to San Diego, San Diego, can't go back to San Diego"
blink-182,California,7/1/16,The Only Thing That Matters,14,"Where the hell did you come from?
Outer space or heaven above
Short of breath, my long-lost love
I can't believe my eyes, Are you for real?
My life before was such a mess
There's no use dwelling on the past
My broken heart was in a cast
Then you showed up and it began to heal

Cause you're the only thing that matters
Cause you're the only thing that's real
Cause you're the only thing I'll never let go
Cause you're the only thing I feel

Someday
You'll come back to me
And I'll say
Something bitterly
And you'll go racing toward the kitchen
Grab a knife, erase my vision
Take my flatscreen television
And my paintings by Marilyn Manson

Cause you're the only thing that matters
Cause you're the only thing that's real
Cause you're the only thing I'll never let go
Cause you're the only thing I feel

Cause you're the only thing that matters (Woah-oh)
Cause you're the only thing that's real (Woah-oh)
Cause you're the only thing I'll never let go
Cause you're the only thing I feel"
blink-182,California,7/1/16,California,15,"Beige little boxes in a row
Neighbors and friends that you don’t know
Here’s a form, go wait in line, can’t you see I’m doing fine?
It’s what I’ve always wanted
Two little kids out on the lawn
Once we had love, now it’s gone
Good things haven’t happened yet, I’m empty as a movie set
It’s what I’ve always wanted

Hey, here’s to you, California
Beautiful haze of suburbia
Living in the perfect weather, spending time inside together
Hey, here’s to you, California

Wearing all black out on the beach
Faces I’ve seen in magazines
Let’s take a walk out on the pier, watch the shoreline disappear
It’s what I’ve always wanted

Hey, here’s to you, California
Beautiful haze of suburbia
Living in the perfect weather, spending time inside together
Hey, here’s to you, California

Na, na na, na na, na na, na na (woah ohh)
Na, na na, na na, na na, na na (woah ohh)
Na, na na, na na, na na, na na (woah ohh)
Na, na na, na na, na na, na na (woah ohh)

Hey, here’s to you, California
Beautiful haze of suburbia
Living in the perfect weather, spending time inside together
Hey, here’s to you, California!"
blink-182,California,7/1/16,Brohemian Rhapsody,16,There's something about you that I can't quite put my finger in!
blink-182,Neighborhoods,9/27/11,Ghost on the Dance Floor,1,"I'll never let you down, boy, I'll never let you go
Her subtle hint of life is so innocent and scary
""So, tell me that you're here, boy,"" she says as if she knows
When God took her with time, God made me quite alone
It's like the universe has left me without a place to go
Without a hint of light to watch the movement glow
When our song was slowly starting, your memory felt so real
At first, against my will, but God invented chills

Yeah I, I saw your ghost tonight, the moment felt so real
If your eyes stay right on mine, my wounds would start to heal

The kids are in a hurry, and I'm just full of fear
The lights make bodies blurry, it's getting hard enough to hear
It's like the evidence is cared for and evidently clear
If I never leave this dance floor, then I'll never leave you here

Yeah I, I saw your ghost tonight, the moment felt so real
If your eyes stay right on mine, my wounds would start to heal
I felt your ghost tonight, and God it felt like hell
To know you're almost mine, but dreams are all I feel...

Yeah I, I saw your ghost tonight, it fucking hurt like hell
I felt you here tonight, but dreams can't all be real
I saw your ghost tonight, it fucking hurt like hell
I felt you here tonight, but dreams can't all be real..."
blink-182,Neighborhoods,9/27/11,Natives,2,"I'm like a cat in a cage, locked up and battered and bruised
I am the prodigal son, a shameful prodigy too
I am the love of your life, battering ram and confused
I turn each day into night, I stand there waiting for you
There is desire to fight, but I have nothing to prove
But with the crowd and some lights, I start to feel things move
Do you have something to hide? 'Cause I think that we all do
I am a child inside, back up and give me some room!

I'm just a bastard child, don't let it go to your head
I'm just a waste of your time, maybe I'm better off dead
You turned us loose in the night, I'm fucking Jekyll and Hyde
We'll have the time of our lives, although we're dying inside

So let me go, go, so let me go, go
Just let me go, go, I'd rather go it alone
So let me go, go, so let me go, go
Just let me go, go, I'm never coming home

Don't start to panic for me, 'cause I have nothing to lose
I am as bright as the sun, I burn up all that I choose
Up on the side of the field, I see a city with lights
I touch her face and I kneel, she tells me she's not alive
I am too nervous to run, the kids who scatter and hide
To reach and grab for someone, but end up buried alive
The world is waiting for me, a move that I rarely use
I start to feel my feet, they kick down walls as they move

I'm just a bastard child, don't let it go to your head
I'm just a waste of your time, maybe I'm better off dead
You turned us loose in the night, I'm fucking Jekyll and Hyde
We'll have the time of our lives, although we're dying inside

So let me go, go, so let me go, go
Just let me go, go, I'd rather go it alone
So let me go, go, so let me go, go
Just let me go, go, I'm never coming home

I'm just a bastard child, don't let it go to your head
I'm just a waste of your time, maybe I'm better off dead
You turned us loose in the night, I'm fucking Jekyll and Hyde
We'll have the time of our lives, although we're dying inside

So let me go, go, so let me go, go
Just let me go, go, I'd rather go it alone
So let me go, go, so let me go, go
Just let me go, go, I'm never coming home"
blink-182,Neighborhoods,9/27/11,Up All Night,3,"Everyone wants to call it all around our
Life with a better name
Everyone falls and spins and gets up again with
A friend who does the same
Everyone lies and cheats, their wants and needs, and
Still believes their heart
And everyone gets the chills, the kind that kills when
The pain begins to start

Let me get this straight, do you want me here?
As I struggle through each and every year
And all these demons, they keep me up all night
They keep me up all night
They keep me up all night

Everyone's cross to bear the crown they wear on
Endless holiday
Everyone raises kids in a world that changes
Life to a bitter game
Everyone works and fights, stays up all night to
Celebrate the day
And everyone lives to tell the tale of how we
Die alone some day

Let me get this straight, do you want me here?
As I struggle through each and every year
And all these demons, they keep me up all night
They keep me up all night, they keep me up all night
They keep me up all night, they keep me up all night
They keep me up all night, they keep me up all night
They keep me up all night, they keep me up all..."
blink-182,Neighborhoods,9/27/11,After Midnight,4,"I can't get my feet up off the edge
I kinda like the little rush you get
When you're standing close to death
Like when you're driving me crazy
Hold on as we crash into the earth
A bit of pain will help you suffer
When you're hurt, for real
'Cause you were driving me crazy

Bite your lips, your words a robbery
Do you grin inside? You're killing me
All along we talked of forever
I kinda think that we won't get better
It's the longest start, but the end's not too far away
Did you know? I'm here to stay

We'll stagger home after midnight
Sleep arm in arm in the stairwell
We'll fall apart on the weekend
These nights go on and on and on

I can't keep your voice out of my head
All I hear are the many echoes of
The darkest words you said
And it's driving me crazy
I can't find the best in all of this
But I'm always looking out for you
Cause you're the one I miss
And it's driving me crazy

Bite your lips, your words a robbery
Do you grin inside? You're killing me
All along we talked of forever
I kinda think that we won't get better
It's the longest start, but the end's not too far away
Did you know? I'm here to stay

We'll stagger home after midnight
Sleep arm in arm in the stairwell
We'll fall apart on the weekend
These nights go on and on and on
We'll stagger home after midnight
Sleep arm in arm in the stairwell
We'll fall apart on the weekend
These nights go on and on and on

We'll stagger home after midnight
Sleep arm in arm in the stairwell
We'll fall apart on the weekend
These nights go on and on and on
We'll stagger home after midnight
Sleep arm in arm in the stairwell
We'll fall apart on the weekend
These nights go on and on and on"
blink-182,Neighborhoods,9/27/11,Snake Charmer,5,"I felt a stutter and a waiver, cutting like a razor
Like fire through the snow, then straight down to the bone
She creeps up like a spider, and wants you deep inside her
She turns you into stone, a twisted little show

That's how it was to all begin, 'cause good girls who like to sin
Way back at the starting line where Eve was on Adam's mind
And he was the first to go in search of the great unknown
And falling yet again, 'cause good girls, they like to sin

You are a hero and survivor, your eyes are getting tired
There's claw marks on your spine, it happens all the time
The silent evil daughters, like sirens on the water
You've been the perfect crime, it happens all the time

That's how it was to all begin, 'cause good girls who like to sin
Way back at the starting line where Eve was on Adam's mind
And he was the first to go in search of the great unknown
And falling yet again, 'cause good girls, they like to sin

Good girls, they like to sin
Falling yet again
Good girls, they like to sin
Good girls, they like to sin

That's how it was to all begin, 'cause good girls who like to sin
Way back at the starting line where Eve was on Adam's mind
And he was the first to go in search of the great unknown
And falling yet again, 'cause good girls, they like to sin"
blink-182,Neighborhoods,9/27/11,Heart's All Gone (Interlude),6,
blink-182,Neighborhoods,9/27/11,Heart's All Gone,7,"Take off the gloves, we fell in love by
The side of the road, this desert will break you down
The veins you cut, your smoking tongue is
The end of us all, but you only care about
Fame and fortune, watching others tortured
Casting your reflection, grocery store perfection
This is the last time, sent to the front line
With dirty boots on the ground, you said ""I'll make this all mine""

You seemed so sweet at the start, but the start's all wrong
You say you speak from your heart, but your heart's all gone

Yeah, your heart's all gone

Blackjack and architect, let's drink ourselves to death
The crimes of everyone, passed down from father to son
Hopeless and destitute, destroyed my gratitude
Your strongest lines of defense are all just self-inflicted wounds

You seemed so sweet at the start, but the start's all wrong
You say you speak from your heart, but your heart's all gone
You seemed so sweet at the start, but the start's all wrong
You say you speak from your heart, but your heart's all gone

Yeah, your heart's all gone

You seemed so sweet at the start, but the start's all wrong
You say you speak from your heart, but your heart's all gone
You seemed so sweet at the start, but the start's all wrong
You say you speak from your heart, but your heart's all gone

Yeah, your heart's all gone..."
blink-182,Neighborhoods,9/27/11,Wishing Well,8,"Been gone a long time, I kinda lost my way, can't find it
And I caught a short ride to the grave and back this season
I can try to get by, but every time I start to panic
I'm a little bit shy, a bit strange, and a little bit manic

La da-da-dah, da-da-da-dah, la da-da-dah, da-da-da-dah-dah
La da-da-dah, da-da-da-dah, la da-da-dah, da-da-da-dah-dah

I went to a wishing well, it sank to the ocean floor
Cut up by sharpened rocks, and washed up along the shore
I reached for a shooting star, it burned a hole through my hand
It made its way through my heart, had fun in the promised land

On the narrowing line, what a way to sort my troubles
In a very short time, gonna pop, better duck and cover
Can you figure me out? I got caught like a little kid stealing
Did I say it too loud? A bit hard or a little misleading

La da-da-dah, da-da-da-dah, la da-da-dah, da-da-da-dah-dah
La da-da-dah, da-da-da-dah, la da-da-dah, da-da-da-dah-dah

I went to a wishing well, it sank to the ocean floor
Cut up by sharpened rocks, and washed up along the shore
I reached for a shooting star, it burned a hole through my hand
It made its way through my heart, had fun in the promised land

La da-da-dah, da-da-da-dah, la da-da-dah, da-da-da-dah-dah
La da-da-dah, da-da-da-dah, la da-da-dah, da-da-da-dah-dah

I went to a wishing well, it sank to the ocean floor
Cut up by sharpened rocks, and washed up along the shore
I reached for a shooting star, it burned a hole through my hand
It made its way through my heart, had fun in the promised land
I went to a wishing well, it sank to the ocean floor
Cut up by sharpened rocks, and washed up along the shore
I reached for a shooting star, it burned a hole through my hand
It made its way through my heart, had fun in the promised land"
blink-182,Neighborhoods,9/27/11,Kaleidoscope,9,"Stop banging away on my kaleidoscope
Stop draining the color out of my scene
Just play me something I can dance to
I can dance to anything you wanna sing
So lock me up in a studio
Fill it up with sound and scenarios
Stop blocking the driveway with your car
Put the butterfly in the bell jar

It's the first time that I'm worried
Of a bad dream, of a journey
On the highway, through the valley
It's a long road through the night

It's a long road

Hear a stranger's voice in the front yard
Let the hours tick past the deadline
Get another stamp in your passport
Wash your breakfast down with some red wine
Delete the progress on your game
Try to fall asleep while your ears ring
From the loudest songs on your mixtape
I can dance to anything you wanna sing

No reason, no action
No silence, no help here
Nobody came running up
By my side

It's the first time that I'm worried
Of a bad dream, of a journey
On the highway, through the valley
It's a long road through the night
It's the first time that I'm worried
Of a bad dream, of a journey
On the highway, through the valley
It's a long road through the night

It's a long road to get it right

It's the first time that I'm worried
Of a bad dream, of a journey
On the highway, through the valley
It's a long road through the night
It's the first time that I'm worried
Of a bad dream, of a journey
On the highway, through the valley
It's a long road through the night

It's a long road to get it right...
To get, to get, to get it right...
To get, to get it right...
To-to-to get, to get it right..."
blink-182,Neighborhoods,9/27/11,This Is Home,10,"We work and slave the day away
We're raised in perfect families
We fuck and fight like vagabonds
We dance like fucking animals
Don't stop the band is coming on
Rude boys and punks will shout along
Police cars bring cuffs and loaded guns
Kids scream, but laughing as they run

I-I-I, I-I-I, I-I-I hope, do you wanna
Let go? Yo-oh-oh, oh-oh-oh, 'cause this is home

Gunshots, the punks are rioting
The stage is slowly crumbling
Smashed doors and try to stay alive
A few drinks and a lot of broken lights
Go hide and call the cavalry
Let's dance in perfect harmony
Get close, the crowd will come apart
That girl will try to make you hard

I-I-I, I-I-I, I-I-I hope, do you wanna
Let go? Yo-oh-oh, oh-oh-oh, do you wanna
This time? I-I-I, I-I-I, I hope you wanna
Let go, yo-oh-oh, oh-oh-oh, 'cause this is home

I-I-I, I-I-I, I-I-I hope, do you wanna
Let go? Yo-oh-oh, oh-oh-oh, do you wanna
This time? I-I-I, I-I-I, I hope you wanna
Let go, yo-oh-oh, oh-oh-oh, 'cause this is home"
blink-182,Neighborhoods,9/27/11,MH 4.18.2011,11,"Coming in, coming in, kill the radio
Silence, breakdown in L.A
Giving up, giving in to a feeling of
Violence, there's hell to pay
So let's light another match, stop living in the past
Where nobody can hear me now
Blow the lock off the cage, watch the children come of age
When their parents stop to take a bow

Nothing takes root in this barren soil, nothing takes root
In this barren soil, maybe there's no one there at all

Hold on, the worst is yet to come
Save your money for hired guns
Hold strong when everything you loved is gone
Slow down, and stop living in the shadow of a helicopter

Line 'em up on the wall, coming out with their
Hands up, give 'em all the chair
Let it burn, let it fall, let the end of the
World come, who's left to care?

Nothing takes root in this barren soil, nothing takes root
But we bend in toil, maybe there's no one there at all

Hold on, the worst is yet to come
Save your money for hired guns
Hold strong when everything you loved is gone
Slow down, and stop living in the shadow of a helicopter

Hold on, the worst is yet to come
Save your money for hired guns
Hold strong when everything you loved is gone
Slow down, and stop living in the shadow of a helicopter

Stop living in the shadow of a helicopter..."
blink-182,Neighborhoods,9/27/11,Love Is Dangerous,12,"I have had it with this damn double vision
My hand's swollen, I can't keep holding on
My heart's sinking and stuck in deadly rhythm
I can't fake it, I can't, can't brush it off

Love, love is dangerous
Love, love is so dangerous

I'm back at it, I just don't seem to listen
I see your lips, I just can't hear the sound
It's all static, just like my television
There's still something, her eyes cut through the clouds

I need love, love is dangerous
(Hard times, don't be fooled when she says it)
Love, love is so dangerous
(We'll betray the ones we care about)
Love, love is so dangerous
(Love's cruel, so we all pretend to fuck)
Love, love is dangerous...

I need love, love is dangerous
(Hard times, don't be fooled when she says it)
Love, love is so dangerous
(We'll betray the ones we care about)
Love, love is so dangerous
(Love's cruel, so we all pretend to fuck)
Love, love is dangerous..."
